商户编号K3,商户编号,商户名称,,店铺编号K3,店铺编号,店铺名称,,店铺类型,联系人,城市,原商户编号K3,原商户名称K3,原店铺编号CRM,备注
1.SZ0368,SZ0368,深圳市苏格美发管理有限公司,客户---1.SZ0368---深圳市苏格美发管理有限公司,1.SZ0368001,SZ0368001,苏格护肤造型生活馆（4店）,客户---1.SZ0368001---苏格护肤造型生活馆（4店）,,王家海,深圳,440306201412000201,深圳市苏格美发管理有限公司(王家海),80,
1.SZ0368,SZ0368,深圳市苏格美发管理有限公司,客户---1.SZ0368---深圳市苏格美发管理有限公司,1.SZ0368002,SZ0368002,苏格护肤造型生活馆（5店）,客户---1.SZ0368002---苏格护肤造型生活馆（5店）,,王家海,深圳,440306201412000201,深圳市苏格美发管理有限公司(王家海),81,
1.SZ0368,SZ0368,深圳市苏格美发管理有限公司,客户---1.SZ0368---深圳市苏格美发管理有限公司,1.SZ0368003,SZ0368003,苏格护肤造型生活馆（3店）,客户---1.SZ0368003---苏格护肤造型生活馆（3店）,,王家海,深圳,440306201412000201,深圳市苏格美发管理有限公司(王家海),82,
1.SZ0368,SZ0368,深圳市苏格美发管理有限公司,客户---1.SZ0368---深圳市苏格美发管理有限公司,1.SZ0368004,SZ0368004,苏格护肤造型生活馆（1店）,客户---1.SZ0368004---苏格护肤造型生活馆（1店）,,王家海,深圳,440306201412000201,深圳市苏格美发管理有限公司(王家海),83,
1.SZ0368,SZ0368,深圳市苏格美发管理有限公司,客户---1.SZ0368---深圳市苏格美发管理有限公司,1.SZ0368005,SZ0368005,苏格护肤造型生活馆（2店）,客户---1.SZ0368005---苏格护肤造型生活馆（2店）,,王家海,深圳,440306201412000201,深圳市苏格美发管理有限公司(王家海),84,
1.SZ0369,SZ0369,深圳市索玛美发形象设计店,客户---1.SZ0369---深圳市索玛美发形象设计店,1.SZ0369001,SZ0369001,TONI＆CUT  田贝店  汤尼印象,客户---1.SZ0369001---TONI＆CUT  田贝店  汤尼印象,,郑显石,深圳,440303201412002501,深圳市索玛美发形象设计店(郑显石),235,
1.SZ0369,SZ0369,深圳市索玛美发形象设计店,客户---1.SZ0369---深圳市索玛美发形象设计店,1.SZ0369002,SZ0369002,TONI＆CUT  南湾店  汤尼印象,客户---1.SZ0369002---TONI＆CUT  南湾店  汤尼印象,,郑显石,深圳,440303201412002501,深圳市索玛美发形象设计店(郑显石),237,
1.SZ0369,SZ0369,深圳市索玛美发形象设计店,客户---1.SZ0369---深圳市索玛美发形象设计店,1.SZ0369003,SZ0369003,TONI＆CUT  水贝店  汤尼印象,客户---1.SZ0369003---TONI＆CUT  水贝店  汤尼印象,,郑显石,深圳,440303201412002501,深圳市索玛美发形象设计店(郑显石),288,
1.SZ0369,SZ0369,深圳市索玛美发形象设计店,客户---1.SZ0369---深圳市索玛美发形象设计店,1.SZ0369004,SZ0369004,TONI＆CUT  凤凰店  汤尼印象,客户---1.SZ0369004---TONI＆CUT  凤凰店  汤尼印象,,郑显石,深圳,440303201412002501,深圳市索玛美发形象设计店(郑显石),289,
1.SZ0369,SZ0369,深圳市索玛美发形象设计店,客户---1.SZ0369---深圳市索玛美发形象设计店,1.SZ0369005,SZ0369005,TONI＆CUT 嘉多利店 汤尼印象,客户---1.SZ0369005---TONI＆CUT 嘉多利店 汤尼印象,投资店,郑显石,深圳,440303201412002501,深圳市索玛美发形象设计店(郑显石),782,
1.SZ0370,SZ0370,深圳市索玛印象投资管理有限公司,客户---1.SZ0370---深圳市索玛印象投资管理有限公司,1.SZ0370001,SZ0370001,索玛印象（都之都店）,客户---1.SZ0370001---索玛印象（都之都店）,,王宏良,深圳,440306201412003201,深圳市索玛印象投资管理有限公司(王宏良),258,
1.SZ0370,SZ0370,深圳市索玛印象投资管理有限公司,客户---1.SZ0370---深圳市索玛印象投资管理有限公司,1.SZ0370002,SZ0370002,索玛印象（鸿景园店）,客户---1.SZ0370002---索玛印象（鸿景园店）,,王宏良,深圳,440306201412003201,深圳市索玛印象投资管理有限公司(王宏良),260,
1.SZ0370,SZ0370,深圳市索玛印象投资管理有限公司,客户---1.SZ0370---深圳市索玛印象投资管理有限公司,1.SZ0370003,SZ0370003,索玛印象（桃源居店）,客户---1.SZ0370003---索玛印象（桃源居店）,,王宏良,深圳,440306201412003201,深圳市索玛印象投资管理有限公司(王宏良),261,
1.SZ0371,SZ0371,深圳市天域化妆品有限公司,客户---1.SZ0371---深圳市天域化妆品有限公司,1.SZ0371001,SZ0371001,克伦,客户---1.SZ0371001---克伦,,深圳市天域化妆品有限公司,深圳,440306201412001301,深圳市天域化妆品有限公司,214,
1.SZ0371,SZ0371,深圳市天域化妆品有限公司,客户---1.SZ0371---深圳市天域化妆品有限公司,1.SZ0371002,SZ0371002,克伦蒂丝（南山店）,客户---1.SZ0371002---克伦蒂丝（南山店）,,深圳市天域化妆品有限公司,深圳,440306201412001301,深圳市天域化妆品有限公司,217,
1.SZ0371,SZ0371,深圳市天域化妆品有限公司,客户---1.SZ0371---深圳市天域化妆品有限公司,1.SZ0371003,SZ0371003,克伦蒂丝（宝安店）,客户---1.SZ0371003---克伦蒂丝（宝安店）,,深圳市天域化妆品有限公司,深圳,440306201412001301,深圳市天域化妆品有限公司,219,
1.SZ0372,SZ0372,深圳市维纳斯投资发展有限公司,客户---1.SZ0372---深圳市维纳斯投资发展有限公司,1.SZ0372001,SZ0372001,维纳斯,客户---1.SZ0372001---维纳斯,,肖昌伟,深圳,440307201412001501,深圳市维纳斯投资发展有限公司(肖昌伟),391,
1.SZ0372,SZ0372,深圳市维纳斯投资发展有限公司,客户---1.SZ0372---深圳市维纳斯投资发展有限公司,1.SZ0372002,SZ0372002,金铂丽,客户---1.SZ0372002---金铂丽,,肖昌伟,深圳,440307201412001501,深圳市维纳斯投资发展有限公司(肖昌伟),392,
1.SZ0373,SZ0373,深圳市肖奈尔美容美发有限公司,客户---1.SZ0373---深圳市肖奈尔美容美发有限公司,1.SZ0373001,SZ0373001,肖奈儿,客户---1.SZ0373001---肖奈儿,,肖红群,深圳,440305201501000401,深圳市肖奈儿美容美发有限公司(肖红群),509,
1.SZ0374,SZ0374,深圳市筱珂美容美发有限公司,客户---1.SZ0374---深圳市筱珂美容美发有限公司,1.SZ0374001,SZ0374001,筱珂（望海店）,客户---1.SZ0374001---筱珂（望海店）,,柯水进,深圳,440305201501001401,深圳市筱珂美容美发有限公司(柯水进),635,
1.SZ0374,SZ0374,深圳市筱珂美容美发有限公司,客户---1.SZ0374---深圳市筱珂美容美发有限公司,1.SZ0374002,SZ0374002,筱珂（东海店）,客户---1.SZ0374002---筱珂（东海店）,,柯水进,深圳,440305201501001401,深圳市筱珂美容美发有限公司(柯水进),636,
1.SZ0374,SZ0374,深圳市筱珂美容美发有限公司,客户---1.SZ0374---深圳市筱珂美容美发有限公司,1.SZ0374003,SZ0374003,筱珂（后海店）,客户---1.SZ0374003---筱珂（后海店）,,柯水进,深圳,440305201501001401,深圳市筱珂美容美发有限公司(柯水进),637,
1.SZ0374,SZ0374,深圳市筱珂美容美发有限公司,客户---1.SZ0374---深圳市筱珂美容美发有限公司,1.SZ0374004,SZ0374004,筱珂（裕安店）,客户---1.SZ0374004---筱珂（裕安店）,,柯水进,深圳,440305201501001401,深圳市筱珂美容美发有限公司(柯水进),638,
1.SZ0374,SZ0374,深圳市筱珂美容美发有限公司,客户---1.SZ0374---深圳市筱珂美容美发有限公司,1.SZ0374005,SZ0374005,筱珂（湾夏店）,客户---1.SZ0374005---筱珂（湾夏店）,,柯水进,深圳,440305201501001401,深圳市筱珂美容美发有限公司(柯水进),639,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375001,SZ0375001,畅想美业（水围店）,客户---1.SZ0375001---畅想美业（水围店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),373,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375002,SZ0375002,畅想美业（布吉一店）,客户---1.SZ0375002---畅想美业（布吉一店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),375,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375003,SZ0375003,畅想美业（布吉二店）,客户---1.SZ0375003---畅想美业（布吉二店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),377,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375004,SZ0375004,畅想美业（布吉三店）,客户---1.SZ0375004---畅想美业（布吉三店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),379,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375005,SZ0375005,畅想美业（罗湖一店）,客户---1.SZ0375005---畅想美业（罗湖一店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),381,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375006,SZ0375006,畅想美业（罗湖二店）,客户---1.SZ0375006---畅想美业（罗湖二店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),383,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375007,SZ0375007,畅想美业（布吉七店）,客户---1.SZ0375007---畅想美业（布吉七店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),384,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375008,SZ0375008,畅想美业（布吉四店）,客户---1.SZ0375008---畅想美业（布吉四店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),386,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375009,SZ0375009,畅想美业（布吉五店）,客户---1.SZ0375009---畅想美业（布吉五店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),388,
1.SZ0375,SZ0375,深圳市心畅想美发沙龙有限公司,客户---1.SZ0375---深圳市心畅想美发沙龙有限公司,1.SZ0375010,SZ0375010,畅想美业（布吉六店）,客户---1.SZ0375010---畅想美业（布吉六店）,,谭平,深圳,440307201412000901,深圳市心畅想美发沙龙有限公司(谭平),389,
1.SZ0376,SZ0376,深圳市新利兴工贸发展有限公司东门美发店,客户---1.SZ0376---深圳市新利兴工贸发展有限公司东门美发店,1.SZ0376001,SZ0376001,利士造型,客户---1.SZ0376001---利士造型,,深圳市新利兴工贸发展有限公司,深圳,440303201501000701,深圳市新利兴工贸发展有限公司东门美发店,599,
1.SZ0377,SZ0377,深圳市星美业艺术有限公司,客户---1.SZ0377---深圳市星美业艺术有限公司,1.SZ0377001,SZ0377001,STAR  hair club,客户---1.SZ0377001---STAR  hair club,,吴世松,深圳,440306201412004001,深圳市星美业艺术有限公司(吴世松),295,
1.SZ0378,SZ0378,深圳市星偶像艺术文化传播有限公司,客户---1.SZ0378---深圳市星偶像艺术文化传播有限公司,1.SZ0378001,SZ0378001,星偶像,客户---1.SZ0378001---星偶像,,段昌松,深圳,440304201412002601,深圳市星偶像艺术文化传播有限公司(段昌松),86,
1.SZ0379,SZ0379,深圳市秀首美美容美发有限公司,客户---1.SZ0379---深圳市秀首美美容美发有限公司,1.SZ0379001,SZ0379001,首美美容美发店,客户---1.SZ0379001---首美美容美发店,,黎亚锋,深圳,440304201412000501,深圳市秀首美美容美发有限公司(黎亚锋),18,
1.SZ0379,SZ0379,深圳市秀首美美容美发有限公司,客户---1.SZ0379---深圳市秀首美美容美发有限公司,1.SZ0379002,SZ0379002,首美美容美发SPA店,客户---1.SZ0379002---首美美容美发SPA店,,黎亚锋,深圳,440304201412000501,深圳市秀首美美容美发有限公司(黎亚锋),19,
1.SZ0380,SZ0380,深圳市盐田区海山丽晶造型美发沙龙,客户---1.SZ0380---深圳市盐田区海山丽晶造型美发沙龙,1.SZ0380001,SZ0380001,丽晶造型,客户---1.SZ0380001---丽晶造型,,陈概松,深圳,440302201501000401,深圳市盐田区海山丽晶造型美发沙龙(陈概松),605,
1.SZ0381,SZ0381,深圳市盐田区经典美容美发院,客户---1.SZ0381---深圳市盐田区经典美容美发院,1.SZ0381001,SZ0381001,经典发型沙龙,客户---1.SZ0381001---经典发型沙龙,,赵汉强,深圳,440302201501000301,深圳市盐田区经典美容美发院(赵汉强),597,
1.SZ0382,SZ0382,深圳市盐田区卡素美发店,客户---1.SZ0382---深圳市盐田区卡素美发店,1.SZ0382001,SZ0382001,卡素唯美造型,客户---1.SZ0382001---卡素唯美造型,,周美玲,深圳,440302201501000501,深圳市盐田区卡素美发店(周美玲),606,
1.SZ0383,SZ0383,深圳市盐田区美丽空间发型工作室,客户---1.SZ0383---深圳市盐田区美丽空间发型工作室,1.SZ0383001,SZ0383001,美丽空间发型工作室,客户---1.SZ0383001---美丽空间发型工作室,,党廷忠,深圳,440302201501000201,深圳市盐田区美丽空间发型工作室(党廷忠),596,
1.SZ0384,SZ0384,深圳市盐田区名流时尚美容美发沙龙,客户---1.SZ0384---深圳市盐田区名流时尚美容美发沙龙,1.SZ0384001,SZ0384001,名流,客户---1.SZ0384001---名流,,高庆英,深圳,440302201501000101,深圳市盐田区名流时尚美容美发沙龙(高庆英),583,
1.SZ0385,SZ0385,深圳市盐田区千面造型发廊,客户---1.SZ0385---深圳市盐田区千面造型发廊,1.SZ0385001,SZ0385001,千面造型,客户---1.SZ0385001---千面造型,,黄梓峻,深圳,440302201501000901,深圳市盐田区千面造型发廊(黄梓峻),653,
1.SZ0386,SZ0386,深圳市盐田区时尚贵族发艺,客户---1.SZ0386---深圳市盐田区时尚贵族发艺,1.SZ0386001,SZ0386001,年轻贵族美容美发（沙头角店）,客户---1.SZ0386001---年轻贵族美容美发（沙头角店）,,符巧,深圳,440302201501000601,深圳市盐田区时尚贵族发艺(符巧),611,
1.SZ0386,SZ0386,深圳市盐田区时尚贵族发艺,客户---1.SZ0386---深圳市盐田区时尚贵族发艺,1.SZ0386002,SZ0386002,年轻贵族美容美发（沙盐路店）,客户---1.SZ0386002---年轻贵族美容美发（沙盐路店）,,符巧,深圳,440302201501000601,深圳市盐田区时尚贵族发艺(符巧),613,
1.SZ0387,SZ0387,深圳市盐田区新潮流理发店,客户---1.SZ0387---深圳市盐田区新潮流理发店,1.SZ0387001,SZ0387001,新潮流（香径西街店）,客户---1.SZ0387001---新潮流（香径西街店）,,张志红,深圳,440302201501000701,深圳市盐田区新潮流理发店(张志红),619,
1.SZ0387,SZ0387,深圳市盐田区新潮流理发店,客户---1.SZ0387---深圳市盐田区新潮流理发店,1.SZ0387002,SZ0387002,新潮流（恩上路店）,客户---1.SZ0387002---新潮流（恩上路店）,,张志红,深圳,440302201501000701,深圳市盐田区新潮流理发店(张志红),621,
1.SZ0388,SZ0388,深圳市盐田区型格美发造型理发店,客户---1.SZ0388---深圳市盐田区型格美发造型理发店,1.SZ0388001,SZ0388001,型格美发造型沙龙,客户---1.SZ0388001---型格美发造型沙龙,,王雁彬,深圳,440302201501000801,深圳市盐田区型格美发造型理发店(王雁彬),648,
1.SZ0389,SZ0389,深圳市阳光美媛美容有限公司民治分店,客户---1.SZ0389---深圳市阳光美媛美容有限公司民治分店,1.SZ0389001,SZ0389001,阳光新贵（碧水龙庭店）,客户---1.SZ0389001---阳光新贵（碧水龙庭店）,,赵广泉,深圳,440306201412003301,深圳市阳光美媛美容有限公司民治分店(赵广泉),262,
1.SZ0389,SZ0389,深圳市阳光美媛美容有限公司民治分店,客户---1.SZ0389---深圳市阳光美媛美容有限公司民治分店,1.SZ0389002,SZ0389002,三朵莲花,客户---1.SZ0389002---三朵莲花,,赵广泉,深圳,440306201412003301,深圳市阳光美媛美容有限公司民治分店(赵广泉),263,
1.SZ0389,SZ0389,深圳市阳光美媛美容有限公司民治分店,客户---1.SZ0389---深圳市阳光美媛美容有限公司民治分店,1.SZ0389003,SZ0389003,阳光新贵（皇庭港湾店）,客户---1.SZ0389003---阳光新贵（皇庭港湾店）,,赵广泉,深圳,440306201412003301,深圳市阳光美媛美容有限公司民治分店(赵广泉),264,
1.SZ0390,SZ0390,深圳市伊丽莎李美容美发有限公司,客户---1.SZ0390---深圳市伊丽莎李美容美发有限公司,1.SZ0390001,SZ0390001,韩国伊丽莎李（保利店）,客户---1.SZ0390001---韩国伊丽莎李（保利店）,,王献伟,深圳,440305201412004801,深圳市伊丽莎李美容美发有限公司(王献伟),236,
1.SZ0390,SZ0390,深圳市伊丽莎李美容美发有限公司,客户---1.SZ0390---深圳市伊丽莎李美容美发有限公司,1.SZ0390002,SZ0390002,韩国伊丽莎李（后海店）,客户---1.SZ0390002---韩国伊丽莎李（后海店）,,王献伟,深圳,440305201412004801,深圳市伊丽莎李美容美发有限公司(王献伟),238,
1.SZ0391,SZ0391,深圳市艺星美业美发沙龙有限公司,客户---1.SZ0391---深圳市艺星美业美发沙龙有限公司,1.SZ0391001,SZ0391001,艺星国际连锁机构,客户---1.SZ0391001---艺星国际连锁机构,,余刚,深圳,440307201412000101,深圳市艺星美业美发沙龙有限公司(余刚),131,
1.SZ0391,SZ0391,深圳市艺星美业美发沙龙有限公司,客户---1.SZ0391---深圳市艺星美业美发沙龙有限公司,1.SZ0391002,SZ0391002,帕丽丝美容美发会所,客户---1.SZ0391002---帕丽丝美容美发会所,,余刚,深圳,440307201412000101,深圳市艺星美业美发沙龙有限公司(余刚),132,
1.SZ0391,SZ0391,深圳市艺星美业美发沙龙有限公司,客户---1.SZ0391---深圳市艺星美业美发沙龙有限公司,1.SZ0391003,SZ0391003,帕丽丝护肤造型（沙塘布店）,客户---1.SZ0391003---帕丽丝护肤造型（沙塘布店）,,余刚,深圳,440307201412000101,深圳市艺星美业美发沙龙有限公司(余刚),134,
1.SZ0392,SZ0392,深圳市赢时尚美发有限公司,客户---1.SZ0392---深圳市赢时尚美发有限公司,1.SZ0392001,SZ0392001,win时尚美发造型,客户---1.SZ0392001---win时尚美发造型,,麦桂荣,深圳,440306201412001201,深圳市赢时尚美发有限公司(麦桂荣),213,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393001,SZ0393001,优美世界（沙咀店）,客户---1.SZ0393001---优美世界（沙咀店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),673,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393002,SZ0393002,优美世界（汇泰店）,客户---1.SZ0393002---优美世界（汇泰店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),674,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393003,SZ0393003,优美世界（罗湖店）,客户---1.SZ0393003---优美世界（罗湖店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),675,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393004,SZ0393004,优美世界（明星店）,客户---1.SZ0393004---优美世界（明星店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),676,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393005,SZ0393005,优美世界（和平店）,客户---1.SZ0393005---优美世界（和平店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),677,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393006,SZ0393006,优美世界（向西店）,客户---1.SZ0393006---优美世界（向西店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),678,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393007,SZ0393007,优美世界（地王店）,客户---1.SZ0393007---优美世界（地王店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),679,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393008,SZ0393008,优美世界（乐园店）,客户---1.SZ0393008---优美世界（乐园店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),680,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393009,SZ0393009,优美世界（巴登店）,客户---1.SZ0393009---优美世界（巴登店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),681,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393010,SZ0393010,优美世界（莲港居）,客户---1.SZ0393010---优美世界（莲港居）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),682,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393011,SZ0393011,优美世界（红桂店）,客户---1.SZ0393011---优美世界（红桂店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),683,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393012,SZ0393012,优美世界（嘉宝店）,客户---1.SZ0393012---优美世界（嘉宝店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),684,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393013,SZ0393013,优美世界（桂园店）,客户---1.SZ0393013---优美世界（桂园店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),685,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393014,SZ0393014,优美世界（新洲店）,客户---1.SZ0393014---优美世界（新洲店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),686,
1.SZ0393,SZ0393,深圳市优美世界美容美发有限公司,客户---1.SZ0393---深圳市优美世界美容美发有限公司,1.SZ0393015,SZ0393015,优美世界（福强店）,客户---1.SZ0393015---优美世界（福强店）,,周建锋,深圳,440303201501001001,深圳市优美世界美容美发有限公司(周建锋),687,
1.SZ0394,SZ0394,深圳市长升投资发展有限公司,客户---1.SZ0394---深圳市长升投资发展有限公司,1.SZ0394001,SZ0394001,雨诗护肤造型,客户---1.SZ0394001---雨诗护肤造型,,陈俊,深圳,440304201412001201,深圳市长升投资发展有限公司(陈俊),45,
1.SZ0394,SZ0394,深圳市长升投资发展有限公司,客户---1.SZ0394---深圳市长升投资发展有限公司,1.SZ0394002,SZ0394002,京世护肤造型,客户---1.SZ0394002---京世护肤造型,,陈俊,深圳,440304201412001201,深圳市长升投资发展有限公司(陈俊),46,
1.SZ0395,SZ0395,深圳市众尚美业管理咨询有限公司,客户---1.SZ0395---深圳市众尚美业管理咨询有限公司,1.SZ0395001,SZ0395001,丑小鸭专业发型（同胜店）,客户---1.SZ0395001---丑小鸭专业发型（同胜店）,,房修超,深圳,440306201412000801,深圳市众尚美业管理咨询有限公司(房修超),193,
1.SZ0395,SZ0395,深圳市众尚美业管理咨询有限公司,客户---1.SZ0395---深圳市众尚美业管理咨询有限公司,1.SZ0395002,SZ0395002,丑小鸭专业发型（民治店）,客户---1.SZ0395002---丑小鸭专业发型（民治店）,,房修超,深圳,440306201412000801,深圳市众尚美业管理咨询有限公司(房修超),196,
1.SZ0395,SZ0395,深圳市众尚美业管理咨询有限公司,客户---1.SZ0395---深圳市众尚美业管理咨询有限公司,1.SZ0395003,SZ0395003,丑小鸭专业发型（潮流店）,客户---1.SZ0395003---丑小鸭专业发型（潮流店）,,房修超,深圳,440306201412000801,深圳市众尚美业管理咨询有限公司(房修超),198,
1.SZ0395,SZ0395,深圳市众尚美业管理咨询有限公司,客户---1.SZ0395---深圳市众尚美业管理咨询有限公司,1.SZ0395004,SZ0395004,丑小鸭专业发型（服装基地店）,客户---1.SZ0395004---丑小鸭专业发型（服装基地店）,,房修超,深圳,440306201412000801,深圳市众尚美业管理咨询有限公司(房修超),199,
1.SZ0395,SZ0395,深圳市众尚美业管理咨询有限公司,客户---1.SZ0395---深圳市众尚美业管理咨询有限公司,1.SZ0395005,SZ0395005,仟尚发型?养生（东边店）,客户---1.SZ0395005---仟尚发型?养生（东边店）,,房修超,深圳,440306201412000801,深圳市众尚美业管理咨询有限公司(房修超),201,
1.SZ0396,SZ0396,深圳市左岸美容美发会馆有限公司,客户---1.SZ0396---深圳市左岸美容美发会馆有限公司,1.SZ0396001,SZ0396001,左岸美容美发,客户---1.SZ0396001---左岸美容美发,,周林,深圳,440304201412000201,深圳市左岸美容美发会馆有限公司(周林),9,
1.SZ0397,SZ0397,深圳市左岸形象设计有限公司,客户---1.SZ0397---深圳市左岸形象设计有限公司,1.SZ0397001,SZ0397001,左岸形象设计,客户---1.SZ0397001---左岸形象设计,,邓锦春,深圳,440306201412005601,深圳市左岸形象设计有限公司(邓锦春),358,
1.SZ0398,SZ0398,中山市东尼界贸易有限公司,客户---1.SZ0398---中山市东尼界贸易有限公司,1.SZ0398001,SZ0398001,东尼界护肤造型（前海店）,客户---1.SZ0398001---东尼界护肤造型（前海店）,,黄东,深圳,44201201502000101,中山市东尼界贸易有限公司（黄东）,771,
1.SZ0398,SZ0398,中山市东尼界贸易有限公司,客户---1.SZ0398---中山市东尼界贸易有限公司,1.SZ0398002,SZ0398002,东尼界护肤造型（创业店）,客户---1.SZ0398002---东尼界护肤造型（创业店）,,黄东,深圳,44201201502000101,中山市东尼界贸易有限公司（黄东）,772,
1.SZ0398,SZ0398,中山市东尼界贸易有限公司,客户---1.SZ0398---中山市东尼界贸易有限公司,1.SZ0398003,SZ0398003,东尼界护肤造型（龙岗店）,客户---1.SZ0398003---东尼界护肤造型（龙岗店）,,黄东,深圳,44201201502000101,中山市东尼界贸易有限公司（黄东）,773,
1.SZ0399,SZ0399,深圳市龙岗区爱时尚美发店,客户---1.SZ0399---深圳市龙岗区爱时尚美发店,1.SZ0399001,SZ0399001,苏玛造型,客户---1.SZ0399001---苏玛造型,,田小雨,深圳,,,796,
1.SZ0400,SZ0400,深圳市龙岗区苏玛美发店,客户---1.SZ0400---深圳市龙岗区苏玛美发店,1.SZ0400001,SZ0400001,尊尚美发,客户---1.SZ0400001---尊尚美发,,田小雨,深圳,,,795,
1.SZ0401,SZ0401,深圳市兴酷美企业管理有限公司,客户---1.SZ0401---深圳市兴酷美企业管理有限公司,1.SZ0401001,SZ0401001,凡希（南头古城店）,客户---1.SZ0401001---凡希（南头古城店）,,曾志华,深圳,,,805,
1.SZ0401,SZ0401,深圳市兴酷美企业管理有限公司,客户---1.SZ0401---深圳市兴酷美企业管理有限公司,1.SZ0401002,SZ0401002,凡希发艺（建工村店）,客户---1.SZ0401002---凡希发艺（建工村店）,,曾志华,深圳,,,806,
