商户编号K3,商户编号,商户名称,,店铺编号K3,店铺编号,店铺名称,,店铺类型,联系人,城市,原商户编号K3,原商户名称K3,原店铺编号CRM,备注
1.SZ0048,SZ0048,深圳市宝安区石岩多轮多发廊,客户---1.SZ0048---深圳市宝安区石岩多轮多发廊,1.SZ0048001,SZ0048001,多伦多纯剪造型,客户---1.SZ0048001---多伦多纯剪造型,,何林珂,深圳,440306201501004101,深圳市宝安区石岩多轮多发廊(何林珂),604,
1.SZ0049,SZ0049,深圳市宝安区石岩发界理发店,客户---1.SZ0049---深圳市宝安区石岩发界理发店,1.SZ0049001,SZ0049001,发世界美容美发,客户---1.SZ0049001---发世界美容美发,,李红存,深圳,440306201412005501,深圳市宝安区石岩发界理发店(李红存),351,
1.SZ0050,SZ0050,深圳市宝安区石岩华隆发室,客户---1.SZ0050---深圳市宝安区石岩华隆发室,1.SZ0050001,SZ0050001,OK-100,客户---1.SZ0050001---OK-100,,万焕均,深圳,440306201501003901,深圳市宝安区石岩华隆发室(万焕均),600,
1.SZ0051,SZ0051,深圳市宝安区石岩名艺名店休闲中心,客户---1.SZ0051---深圳市宝安区石岩名艺名店休闲中心,1.SZ0051001,SZ0051001,名艺名店,客户---1.SZ0051001---名艺名店,,廖汉周,深圳,440305201501000101,深圳市宝安区石岩名艺名店休闲中心(廖汉周),427,
1.SZ0052,SZ0052,深圳市宝安区石岩名之剪理发店,客户---1.SZ0052---深圳市宝安区石岩名之剪理发店,1.SZ0052001,SZ0052001,名剪（石岩店）,客户---1.SZ0052001---名剪（石岩店）,,何焕林,深圳,440306201412004201,深圳市宝安区石岩名之剪理发店(何焕林),297,
1.SZ0053,SZ0053,深圳市宝安区石岩明星发型屋,客户---1.SZ0053---深圳市宝安区石岩明星发型屋,1.SZ0053001,SZ0053001,芭莎明星,客户---1.SZ0053001---芭莎明星,,朱期望,深圳,440306201501006101,深圳市宝安区石岩明星发型屋（朱期望）,768,
1.SZ0054,SZ0054,深圳市宝安区石岩欧莱亚理发店,客户---1.SZ0054---深圳市宝安区石岩欧莱亚理发店,1.SZ0054001,SZ0054001,欧莱亚（石岩店）,客户---1.SZ0054001---欧莱亚（石岩店）,,文杰,深圳,440306201501004801,深圳市宝安区石岩欧莱亚理发店(文杰),649,
1.SZ0054,SZ0054,深圳市宝安区石岩欧莱亚理发店,客户---1.SZ0054---深圳市宝安区石岩欧莱亚理发店,1.SZ0054002,SZ0054002,欧莱亚（新田店）,客户---1.SZ0054002---欧莱亚（新田店）,,文杰,深圳,440306201501004801,深圳市宝安区石岩欧莱亚理发店(文杰),650,
1.SZ0054,SZ0054,深圳市宝安区石岩欧莱亚理发店,客户---1.SZ0054---深圳市宝安区石岩欧莱亚理发店,1.SZ0054003,SZ0054003,欧莱亚（松元店）,客户---1.SZ0054003---欧莱亚（松元店）,,文杰,深圳,440306201501004801,深圳市宝安区石岩欧莱亚理发店(文杰),651,
1.SZ0054,SZ0054,深圳市宝安区石岩欧莱亚理发店,客户---1.SZ0054---深圳市宝安区石岩欧莱亚理发店,1.SZ0054004,SZ0054004,欧莱亚（横坑店）,客户---1.SZ0054004---欧莱亚（横坑店）,,文杰,深圳,440306201501004801,深圳市宝安区石岩欧莱亚理发店(文杰),652,
1.SZ0055,SZ0055,深圳市宝安区石岩时尚巨派美发店,客户---1.SZ0055---深圳市宝安区石岩时尚巨派美发店,1.SZ0055001,SZ0055001,巨派美发,客户---1.SZ0055001---巨派美发,,雷胜文,深圳,440306201501002701,深圳市宝安区石岩时尚巨派美发店(雷胜文),561,
1.SZ0056,SZ0056,深圳市宝安区石岩张航发都形象设计美发店,客户---1.SZ0056---深圳市宝安区石岩张航发都形象设计美发店,1.SZ0056001,SZ0056001,发都形象设计,客户---1.SZ0056001---发都形象设计,,李韦,深圳,440306201501000501,深圳市宝安区石岩张航发都形象设计美发店(李韦),429,
1.SZ0057,SZ0057,深圳市宝安区石岩组合造型理发店,客户---1.SZ0057---深圳市宝安区石岩组合造型理发店,1.SZ0057001,SZ0057001,组合造型美容美发,客户---1.SZ0057001---组合造型美容美发,,何辉,深圳,440306201412006601,深圳市宝安区石岩组合造型理发店(何辉),424,
1.SZ0058,SZ0058,深圳市宝安区松岗雨之田理发店,客户---1.SZ0058---深圳市宝安区松岗雨之田理发店,1.SZ0058001,SZ0058001,雨田时尚（吉祥大道店）,客户---1.SZ0058001---雨田时尚（吉祥大道店）,,卢力飞,深圳,440306201501006001,深圳市宝安区松岗雨之田理发店(卢力飞),765,
1.SZ0058,SZ0058,深圳市宝安区松岗雨之田理发店,客户---1.SZ0058---深圳市宝安区松岗雨之田理发店,1.SZ0058002,SZ0058002,雨田时尚（东方大道店）,客户---1.SZ0058002---雨田时尚（东方大道店）,,卢力飞,深圳,440306201501006001,深圳市宝安区松岗雨之田理发店(卢力飞),766,
1.SZ0058,SZ0058,深圳市宝安区松岗雨之田理发店,客户---1.SZ0058---深圳市宝安区松岗雨之田理发店,1.SZ0058003,SZ0058003,雨田时尚（天虹店）,客户---1.SZ0058003---雨田时尚（天虹店）,,卢力飞,深圳,440306201501006001,深圳市宝安区松岗雨之田理发店(卢力飞),767,
1.SZ0059,SZ0059,深圳市宝安区西乡爱美秀理发店,客户---1.SZ0059---深圳市宝安区西乡爱美秀理发店,1.SZ0059001,SZ0059001,爱美·美容美发（宝源新村店）,客户---1.SZ0059001---爱美·美容美发（宝源新村店）,,王伟,深圳,440306201412003801,深圳市宝安区西乡爱美秀理发店(王伟),284,
1.SZ0060,SZ0060,深圳市宝安区西乡安迪美发廊,客户---1.SZ0060---深圳市宝安区西乡安迪美发廊,1.SZ0060001,SZ0060001,AT（东湖店）,客户---1.SZ0060001---AT（东湖店）,,袁汝协,深圳,440306201412005101,深圳市宝安区西乡安迪美发廊(袁汝协),324,
1.SZ0060,SZ0060,深圳市宝安区西乡安迪美发廊,客户---1.SZ0060---深圳市宝安区西乡安迪美发廊,1.SZ0060002,SZ0060002,AT（西乡店）,客户---1.SZ0060002---AT（西乡店）,,袁汝协,深圳,440306201412005101,深圳市宝安区西乡安迪美发廊(袁汝协),325,
1.SZ0061,SZ0061,深圳市宝安区西乡东方创典美容美发店,客户---1.SZ0061---深圳市宝安区西乡东方创典美容美发店,1.SZ0061001,SZ0061001,创典,客户---1.SZ0061001---创典,,李志琼,深圳,440306201501006301,深圳市宝安区西乡东方创典美容美发店(李志琼),742,
1.SZ0062,SZ0062,深圳市宝安区西乡发蕾丝理发店,客户---1.SZ0062---深圳市宝安区西乡发蕾丝理发店,1.SZ0062001,SZ0062001,发蕾丝（灵芝店）,客户---1.SZ0062001---发蕾丝（灵芝店）,,吴杰,深圳,440306201501000201,深圳市宝安区西乡发蕾丝理发店(吴杰),498,
1.SZ0062,SZ0062,深圳市宝安区西乡发蕾丝理发店,客户---1.SZ0062---深圳市宝安区西乡发蕾丝理发店,1.SZ0062002,SZ0062002,发源地（太阳百货店）,客户---1.SZ0062002---发源地（太阳百货店）,,吴杰,深圳,440306201501000201,深圳市宝安区西乡发蕾丝理发店(吴杰),499,
1.SZ0062,SZ0062,深圳市宝安区西乡发蕾丝理发店,客户---1.SZ0062---深圳市宝安区西乡发蕾丝理发店,1.SZ0062003,SZ0062003,发源地（东门店）,客户---1.SZ0062003---发源地（东门店）,,吴杰,深圳,440306201501000201,深圳市宝安区西乡发蕾丝理发店(吴杰),500,
1.SZ0062,SZ0062,深圳市宝安区西乡发蕾丝理发店,客户---1.SZ0062---深圳市宝安区西乡发蕾丝理发店,1.SZ0062004,SZ0062004,发源地（深南店),客户---1.SZ0062004---发源地（深南店),,吴杰,深圳,440306201501000201,深圳市宝安区西乡发蕾丝理发店(吴杰),501,
1.SZ0063,SZ0063,深圳市宝安区西乡发艺秀美发店,客户---1.SZ0063---深圳市宝安区西乡发艺秀美发店,1.SZ0063001,SZ0063001,西乡发艺秀美发店,客户---1.SZ0063001---西乡发艺秀美发店,,曾朋飞,深圳,440306201501004501,深圳市宝安区西乡发艺秀美发店(曾朋飞),640,
1.SZ0063,SZ0063,深圳市宝安区西乡发艺秀美发店,客户---1.SZ0063---深圳市宝安区西乡发艺秀美发店,1.SZ0063002,SZ0063002,福永发艺秀美发店,客户---1.SZ0063002---福永发艺秀美发店,,曾朋飞,深圳,440306201501004501,深圳市宝安区西乡发艺秀美发店(曾朋飞),641,
1.SZ0064,SZ0064,深圳市宝安区西乡飞度美发设计店,客户---1.SZ0064---深圳市宝安区西乡飞度美发设计店,1.SZ0064001,SZ0064001,飞度,客户---1.SZ0064001---飞度,,刘运良,深圳,440306201412001401,深圳市宝安区西乡飞度美发设计店(刘运良),216,
1.SZ0064,SZ0064,深圳市宝安区西乡飞度美发设计店,客户---1.SZ0064---深圳市宝安区西乡飞度美发设计店,1.SZ0064002,SZ0064002,新偶像,客户---1.SZ0064002---新偶像,,刘运良,深圳,440306201412001401,深圳市宝安区西乡飞度美发设计店(刘运良),218,
1.SZ0065,SZ0065,深圳市宝安区西乡豪尚前线美发店,客户---1.SZ0065---深圳市宝安区西乡豪尚前线美发店,1.SZ0065001,SZ0065001,豪尚前线,客户---1.SZ0065001---豪尚前线,,文木亨,深圳,440306201412001101,深圳市宝安区西乡豪尚前线美发店(文木亨),211,
1.SZ0066,SZ0066,深圳市宝安区西乡鹤州丝艺发廊,客户---1.SZ0066---深圳市宝安区西乡鹤州丝艺发廊,1.SZ0066001,SZ0066001,丝艺造型,客户---1.SZ0066001---丝艺造型,,张华栋,深圳,440306201412005301,深圳市宝安区西乡鹤州丝艺发廊(张华栋),349,
1.SZ0067,SZ0067,深圳市宝安区西乡卡曼妮美发烫染沙龙,客户---1.SZ0067---深圳市宝安区西乡卡曼妮美发烫染沙龙,1.SZ0067001,SZ0067001,彭浩卡曼妮,客户---1.SZ0067001---彭浩卡曼妮,,彭浩,深圳,440324201501000101,深圳市宝安区西乡卡曼妮美发烫染沙龙(彭浩),526,
1.SZ0068,SZ0068,深圳市宝安区西乡克洛怡护肤形象中心,客户---1.SZ0068---深圳市宝安区西乡克洛怡护肤形象中心,1.SZ0068001,SZ0068001,克洛怡护肤形象中心（西乡店）,客户---1.SZ0068001---克洛怡护肤形象中心（西乡店）,,文丽琴,深圳,440306201412001601,深圳市宝安区西乡克洛怡护肤形象中心(文丽琴),221,
1.SZ0069,SZ0069,深圳市宝安区西乡龙珠尚完美美发店,客户---1.SZ0069---深圳市宝安区西乡龙珠尚完美美发店,1.SZ0069001,SZ0069001,尚完美美发店,客户---1.SZ0069001---尚完美美发店,,黄黔,深圳,440306201501005501,深圳市宝安区西乡龙珠尚完美美发店(黄黔),758,
1.SZ0070,SZ0070,深圳市宝安区西乡名丝造型理发店,客户---1.SZ0070---深圳市宝安区西乡名丝造型理发店,1.SZ0070001,SZ0070001,木木护肤造型中心,客户---1.SZ0070001---木木护肤造型中心,,刘加兵,深圳,440306201501005103,深圳市宝安区西乡名丝造型理发店(刘加兵),654,
1.SZ0071,SZ0071,深圳市宝安区西乡铭卓美发店,客户---1.SZ0071---深圳市宝安区西乡铭卓美发店,1.SZ0071001,SZ0071001,台湾VS沙宣（海城路店）,客户---1.SZ0071001---台湾VS沙宣（海城路店）,,张红,深圳,440306201412002601,深圳市宝安区西乡铭卓美发店(张红),241,
1.SZ0072,SZ0072,深圳市宝安区西乡木北护肤造型美容美发店,客户---1.SZ0072---深圳市宝安区西乡木北护肤造型美容美发店,1.SZ0072001,SZ0072001,乔尼亚（宝安店）,客户---1.SZ0072001---乔尼亚（宝安店）,,王海龙,深圳,440306201412002101,深圳市宝安区西乡木北护肤造型美容美发店(王海龙),228,
1.SZ0073,SZ0073,深圳市宝安区西乡欧兰格美发屋,客户---1.SZ0073---深圳市宝安区西乡欧兰格美发屋,1.SZ0073001,SZ0073001,欧兰格形象设计,客户---1.SZ0073001---欧兰格形象设计,,陆世益,深圳,440306201412001701,深圳市宝安区西乡欧兰格美发屋(陆世益),223,
1.SZ0074,SZ0074,深圳市宝安区西乡欧雅美发店,客户---1.SZ0074---深圳市宝安区西乡欧雅美发店,1.SZ0074001,SZ0074001,名剪坊,客户---1.SZ0074001---名剪坊,,任步明,深圳,440306201412005901,深圳市宝安区西乡欧雅美发店(任步明),378,
1.SZ0075,SZ0075,深圳市宝安区西乡品贵美发店,客户---1.SZ0075---深圳市宝安区西乡品贵美发店,1.SZ0075001,SZ0075001,永琪美容美发（南光店）,客户---1.SZ0075001---永琪美容美发（南光店）,,周晓东,深圳,440303201412001801,深圳市宝安区西乡品贵美发店(周晓东),166,
1.SZ0075,SZ0075,深圳市宝安区西乡品贵美发店,客户---1.SZ0075---深圳市宝安区西乡品贵美发店,1.SZ0075002,SZ0075002,永琪美容美发（西乡店）,客户---1.SZ0075002---永琪美容美发（西乡店）,,周晓东,深圳,440303201412001801,深圳市宝安区西乡品贵美发店(周晓东),168,
1.SZ0075,SZ0075,深圳市宝安区西乡品贵美发店,客户---1.SZ0075---深圳市宝安区西乡品贵美发店,1.SZ0075003,SZ0075003,永琪美容美发（百仕达店）,客户---1.SZ0075003---永琪美容美发（百仕达店）,,周晓东,深圳,440303201412001801,深圳市宝安区西乡品贵美发店(周晓东),169,
1.SZ0075,SZ0075,深圳市宝安区西乡品贵美发店,客户---1.SZ0075---深圳市宝安区西乡品贵美发店,1.SZ0075004,SZ0075004,永琪美容美发（南海店）,客户---1.SZ0075004---永琪美容美发（南海店）,,周晓东,深圳,440303201412001801,深圳市宝安区西乡品贵美发店(周晓东),170,
1.SZ0076,SZ0076,深圳市宝安区西乡起点造型美发店,客户---1.SZ0076---深圳市宝安区西乡起点造型美发店,1.SZ0076001,SZ0076001,起点造型（西乡店）,客户---1.SZ0076001---起点造型（西乡店）,,余洪,深圳,440306201412006701,深圳市宝安区西乡起点造型美发店(余洪),425,
1.SZ0077,SZ0077,深圳市宝安区西乡前进乔尼亚美容美发店,客户---1.SZ0077---深圳市宝安区西乡前进乔尼亚美容美发店,1.SZ0077001,SZ0077001,乔尼亚护肤造型中心（前进店）,客户---1.SZ0077001---乔尼亚护肤造型中心（前进店）,,胡奎奎,深圳,440306201412005201,深圳市宝安区西乡前进乔尼亚美容美发店(胡奎奎),337,
1.SZ0078,SZ0078,深圳市宝安区西乡尚之美2088理发店,客户---1.SZ0078---深圳市宝安区西乡尚之美2088理发店,1.SZ0078001,SZ0078001,尚之美2088,客户---1.SZ0078001---尚之美2088,,杨召豪,深圳,440306201501000801,深圳市宝安区西乡尚之美2088理发店(杨召豪),433,
1.SZ0079,SZ0079,深圳市宝安区西乡首创艺美发店,客户---1.SZ0079---深圳市宝安区西乡首创艺美发店,1.SZ0079001,SZ0079001,首创沙龙,客户---1.SZ0079001---首创沙龙,,崔抢,深圳,440306201412002901,深圳市宝安区西乡首创艺美发店(崔抢),249,
1.SZ0080,SZ0080,深圳市宝安区西乡私人定制美发店,客户---1.SZ0080---深圳市宝安区西乡私人定制美发店,1.SZ0080001,SZ0080001,私人定制,客户---1.SZ0080001---私人定制,,陈庆义,深圳,440306201501000601,深圳市宝安区西乡私人定制美发店(陈庆义),428,
1.SZ0081,SZ0081,深圳市宝安区西乡汤尼造型美发店,客户---1.SZ0081---深圳市宝安区西乡汤尼造型美发店,1.SZ0081001,SZ0081001,汤尼造型,客户---1.SZ0081001---汤尼造型,,谭兴君,深圳,4403062015050001001,深圳市宝安区西乡汤尼造型美发店（谭兴君）,789,
1.SZ0082,SZ0082,深圳市宝安区西乡鑫濠美发烫染店,客户---1.SZ0082---深圳市宝安区西乡鑫濠美发烫染店,1.SZ0082001,SZ0082001,鑫濠美业（西乡店）,客户---1.SZ0082001---鑫濠美业（西乡店）,,常伦勇,深圳,440306201501005301,深圳市宝安区西乡鑫濠美发烫染店,731,
1.SZ0082,SZ0082,深圳市宝安区西乡鑫濠美发烫染店,客户---1.SZ0082---深圳市宝安区西乡鑫濠美发烫染店,1.SZ0082002,SZ0082002,鑫濠美业（新乐店）,客户---1.SZ0082002---鑫濠美业（新乐店）,,常伦勇,深圳,440306201501005301,深圳市宝安区西乡鑫濠美发烫染店,732,
1.SZ0083,SZ0083,深圳市宝安区西乡星豪名店理发店,客户---1.SZ0083---深圳市宝安区西乡星豪名店理发店,1.SZ0083001,SZ0083001,爱美·美容美发（天骄世家店）,客户---1.SZ0083001---爱美·美容美发（天骄世家店）,,王伟,深圳,440306201501003701,深圳市宝安区西乡星豪名店理发店,589,
1.SZ0084,SZ0084,深圳市宝安区西乡颜斌理发店,客户---1.SZ0084---深圳市宝安区西乡颜斌理发店,1.SZ0084001,SZ0084001,台湾VS沙宣（西乡店）,客户---1.SZ0084001---台湾VS沙宣（西乡店）,,张运林,深圳,440306201412002301,深圳市宝安区西乡颜斌理发店(张运林),234,
1.SZ0085,SZ0085,深圳市宝安区西乡壹佰丽造型美发店,客户---1.SZ0085---深圳市宝安区西乡壹佰丽造型美发店,1.SZ0085001,SZ0085001,100丽造型（福永店）,客户---1.SZ0085001---100丽造型（福永店）,,陈良,深圳,440306201501001101,深圳市宝安区西乡壹佰丽造型美发店(陈良),516,
1.SZ0085,SZ0085,深圳市宝安区西乡壹佰丽造型美发店,客户---1.SZ0085---深圳市宝安区西乡壹佰丽造型美发店,1.SZ0085002,SZ0085002,100丽造型（西乡店）,客户---1.SZ0085002---100丽造型（西乡店）,,陈良,深圳,440306201501001101,深圳市宝安区西乡壹佰丽造型美发店(陈良),629,
1.SZ0086,SZ0086,深圳市宝安区西乡英祺天骄美容美发店,客户---1.SZ0086---深圳市宝安区西乡英祺天骄美容美发店,1.SZ0086001,SZ0086001,英祺护肤造型（天骄店）,客户---1.SZ0086001---英祺护肤造型（天骄店）,,苏玉辉,深圳,440306201412004301,深圳市宝安区西乡英祺天骄美容美发店(苏玉辉),300,
1.SZ0086,SZ0086,深圳市宝安区西乡英祺天骄美容美发店,客户---1.SZ0086---深圳市宝安区西乡英祺天骄美容美发店,1.SZ0086002,SZ0086002,苏琪护肤造型 (上合店),客户---1.SZ0086002---苏琪护肤造型 (上合店),,苏玉辉,深圳,440306201412004301,深圳市宝安区西乡英祺天骄美容美发店(苏玉辉),521,
1.SZ0086,SZ0086,深圳市宝安区西乡英祺天骄美容美发店,客户---1.SZ0086---深圳市宝安区西乡英祺天骄美容美发店,1.SZ0086003,SZ0086003,苏琪护肤造型（阳光海店）,客户---1.SZ0086003---苏琪护肤造型（阳光海店）,,苏玉辉,深圳,440306201412004301,深圳市宝安区西乡英祺天骄美容美发店(苏玉辉),522,
1.SZ0086,SZ0086,深圳市宝安区西乡英祺天骄美容美发店,客户---1.SZ0086---深圳市宝安区西乡英祺天骄美容美发店,1.SZ0086004,SZ0086004,苏琪护肤造型（弘雅店）,客户---1.SZ0086004---苏琪护肤造型（弘雅店）,,苏玉辉,深圳,440306201412004301,深圳市宝安区西乡英祺天骄美容美发店(苏玉辉),523,
1.SZ0087,SZ0087,深圳市宝安区西乡真尚美美容美发店,客户---1.SZ0087---深圳市宝安区西乡真尚美美容美发店,1.SZ0087001,SZ0087001,真尚美造型,客户---1.SZ0087001---真尚美造型,,李莉萍,深圳,440306201412006301,深圳市宝安区西乡真尚美美容美发店(李莉萍),417,
1.SZ0088,SZ0088,深圳市宝安区新安傲丝卡美发店,客户---1.SZ0088---深圳市宝安区新安傲丝卡美发店,1.SZ0088001,SZ0088001,傲丝卡美发,客户---1.SZ0088001---傲丝卡美发,,杨宏,深圳,440306201501002501,深圳市宝安区新安傲丝卡美发店(杨宏),559,
1.SZ0089,SZ0089,深圳市宝安区新安奥琪造型美发店,客户---1.SZ0089---深圳市宝安区新安奥琪造型美发店,1.SZ0089001,SZ0089001,奥琪造型美发店,客户---1.SZ0089001---奥琪造型美发店,,劳长强,深圳,440306201412004901,深圳市南山区蛇口千秀人生造型美发店(劳长强),316,
1.SZ0090,SZ0090,深圳市宝安区新安东方尚典美容美发店,客户---1.SZ0090---深圳市宝安区新安东方尚典美容美发店,1.SZ0090001,SZ0090001,东时漫,客户---1.SZ0090001---东时漫,,黄明科,深圳,440306201501006401,深圳市宝安区新安东方尚典美容美发店(黄明科),743,
